providerNumber,wageIndex
148027,01.0413
148029,01.0413
148030,01.0413
148031,01.0413
148032,01.0413
148034,01.0413
148035,01.0413
148036,01.0413
148038,01.0413
148039,01.0413
148040,01.0413
15S002,00.9518
15S004,00.9518
15S005,01.0266
15S006,00.9088
15S007,00.9213
15S008,00.9518
15S009,00.8770
15S015,00.9098
15S017,00.8566
15S018,00.8717
15S019,00.8189
15S021,00.8566
15S022,00.8648
15S024,01.0266
15S033,01.0266
15S037,01.0266
15S038,01.0266
15S042,00.8189
15S046,00.9063
15S047,00.8566
15S048,00.8189
15S051,00.9457
15S056,01.0266
15S058,00.8959
15S061,00.8189
15S064,00.8189
15S071,00.8189
15S074,01.0266
15S075,00.8566
15S082,00.9089
15S084,01.0266
15S089,01.0098
15S090,00.9307
15S098,00.8189
15S100,00.9089
15S102,00.8189
15S104,01.0266
15S115,00.8189
15S129,01.0266
15S134,00.8770
15S163,00.8770
15S169,01.0266
15T001,01.0266
15T002,00.9518
15T004,00.9307
15T006,00.9044
15T008,00.9518
15T010,00.9317
15T011,00.8409
15T012,00.8959
15T014,01.0266
15T015,00.9098
15T018,00.8717
15T019,00.8189
15T021,00.8566
15T022,00.8189
15T023,00.9063
15T024,01.0266
15T034,00.9518
15T035,00.9307
15T037,01.0266
15T038,01.0266
15T042,00.8189
15T046,00.9063
15T047,00.8566
15T048,00.8189
15T051,00.9457
15T056,01.0266
15T058,00.8959
15T059,01.0266
15T061,00.8189
15T064,00.8189
15T074,01.0266
15T084,01.0266
15T088,01.0266
15T089,01.0119
15T090,00.9518
15T100,00.9089
15T102,00.8189
15T109,00.9608
15T112,01.0130
15T115,00.8189
15T125,00.9518
15T126,00.9662
15T129,01.0266
15T162,01.0266
15T169,01.0266
15U102,00.8189
150001,01.0266
150002,01.0263
150003,00.9608
150004,01.0263
150005,01.0266
150006,00.9307
150007,00.9317
150008,01.0263
150009,00.8770
150010,00.9317
150011,01.0125
150012,00.8959
150015,01.0263
150017,00.8566
150018,00.8959
150021,00.8566
150022,01.0125
150023,01.0125
150024,01.0266
150026,00.8959
150030,01.0125
150034,01.0263
150035,00.9307
150037,01.0266
150038,01.0266
150042,00.8690
150044,00.8770
150045,00.8494
150046,00.9063
150047,00.8566
150048,00.9071
150051,01.0125
150056,01.0266
150057,01.0266
150058,00.8959
150059,01.0266
150061,00.8189
150064,00.8189
150065,01.0125
150069,00.9203
150072,00.8335
150074,01.0266
150075,00.9071
150076,00.8959
150082,00.9089
150084,01.0266
150086,00.9203
150088,01.0266
150089,01.0125
150090,01.0263
150091,00.8566
150097,01.0266
150100,00.9089
150101,00.8566
150102,00.9307
150104,01.0266
150109,00.9608
150112,01.0130
150113,01.0266
150115,00.8821
150125,01.0263
150126,01.0263
150128,01.0266
150129,01.0266
150133,00.8535
150146,00.8535
150149,00.9089
150150,00.8566
150153,01.0266
150154,01.0266
150157,01.0266
150158,01.0266
150160,01.0266
150161,01.0266
150162,01.0266
150164,00.9457
150165,01.0263
150166,01.0263
150167,00.8566
150168,00.8566
150169,01.0266
150172,00.8770
150173,00.9608
150175,00.9089
150176,00.8770
150177,00.8959
150179,01.0266
150180,00.8959
150181,01.0266
150182,01.0266
150183,00.9457
150184,01.0266
151521,00.8566
151573,01.0266
151599,01.0266
151601,01.0266
151603,01.0266
151605,00.8770
151606,01.0266
151607,00.8959
151608,00.9307
152007,01.0266
152012,00.9518
152013,01.0266
152014,00.9089
152020,01.0266
152024,00.9518
152027,00.8566
152028,00.9518
153025,00.9089
153028,01.0266
153030,00.8566
153037,00.8770
153039,00.9317
153042,00.9608
153043,01.0266
153044,01.0266
154005,00.9608
154009,00.9063
154011,00.9203
154014,00.8442
154019,00.8189
154020,00.9518
154021,00.8409
154024,01.0266
154031,00.8717
154035,00.8335
154041,00.9457
154047,00.8702
154050,00.8494
154051,00.8770
154052,00.9307
154053,01.0119
154054,00.9063
154055,00.9089
154057,01.0266
154059,00.9608
154060,00.8566
154061,00.8959
154065,00.9518
154530,00.9089
154600,01.0266
154607,00.8770
154608,01.0266
154610,00.8189
154615,01.0266
157599,00.8189
157600,00.9307
157601,00.9307
157603,00.9203
157605,00.9307
16S005,00.8249
16S008,00.8249
16S024,00.9200
16S030,00.9366
16S033,00.9497
16S040,00.8440
16S045,00.8864
16S047,00.9281
16S058,00.9886
16S067,00.8440
16S069,00.8726
16S079,00.8864
16S080,00.8438
16S083,00.9200
16S089,00.8249
16S101,00.9200
16S110,00.8440
16S112,00.8249
16S117,00.8726
16S146,00.8430
16S153,00.8430
16T008,00.8249
16T030,00.9366
16T033,00.9497
16T045,00.8864
16T057,00.8249
16T064,00.8249
16T067,00.8440
16T069,00.8726
16T079,00.8864
16T080,00.8230
16T082,00.9200
16T083,00.9200
16T089,00.8249
16T110,00.8440
16T117,00.8726
16T146,00.8430
16T153,00.8430
160001,00.9200
160005,00.8249
160008,00.8249
160013,00.8895
160016,00.8731
160024,00.9200
160028,00.9281
160029,00.9886
160030,00.9366
160032,00.9200
160033,00.9497
160040,00.8440
160045,00.9304
160047,00.9281
160057,00.9304
160058,00.9886
160064,00.8628
160067,00.8440
160069,00.8726
160079,00.9304
160080,00.9194
160082,00.9200
160083,00.9200
160089,00.9304
160101,00.9200
160104,00.9497
160110,00.8440
160112,00.8249
160117,00.8726
160122,00.8249
160124,00.8249
160146,00.8430
160147,00.8249
160153,00.9281
160157,00.9200
161500,00.9200
161501,00.8249
161502,00.8430
161503,00.8249
161504,00.8440
161505,00.8249
161506,00.9200
161507,00.9886
161508,00.9366
161509,00.8249
161510,00.8249
161511,00.8249
161512,00.8553
161513,00.8249
161514,00.8726
161515,00.8249
161516,00.8553
161517,00.8249
161518,00.8249
161519,00.8249
161520,00.9497
161521,00.8249
161522,00.8249
161525,00.8249
161527,00.8249
161530,00.8249
161533,00.8249
161534,00.8249
161535,00.8249
161537,00.8249
161538,00.8249
161539,00.8249
161541,00.8249
161542,00.8249
161543,00.8249
161544,00.9886
161545,00.9200
161546,00.8249
161547,00.8249
161548,00.8249
161549,00.8249
161551,00.8249
161552,00.9497
161553,00.8249
161554,00.9200
161555,00.8249
161556,00.8249
161559,00.8249
161561,00.8249
161562,00.8249
161563,00.8249
161565,00.8249
161566,00.8553
161567,00.8249
161568,00.9497
161569,00.8249
161571,00.8249
161574,00.9281
161575,00.9200
161576,00.9281
161577,00.8249
161578,00.8440
161580,00.8249
161581,00.8553
161582,00.8249
161586,00.8249
161587,00.9200
161590,00.8249
161591,00.8249
161592,00.8430
161593,00.8440
161594,00.9200
161595,00.8249
161596,00.8249
161597,00.8553
161598,00.8440
161599,00.9281
161600,00.9281
161602,00.9281
162003,00.9200
163025,00.9200
164002,00.8249
164003,00.8249
164600,00.8249
164601,00.9497
164604,00.8726
164605,00.8249
164614,00.9200
167006,00.8249
167320,00.8249
167321,00.8249
167322,00.8249
167324,00.8726
167406,00.9200
167407,00.9497
167409,00.9497
167411,00.9497
167420,00.8249
17S006,00.7718
17S009,00.9165
17S012,00.7718
17S013,00.7718
17S017,00.8407
17S020,00.7718
17S023,00.7718
17S039,00.8407
17S040,00.9165
17S068,00.7718
17S074,00.8161
17S086,00.8972
17S103,00.8407
17S104,00.9165
17S122,00.8407
17S123,00.8407
17S133,00.9165
17S142,00.7718
17S145,00.7718
17S150,00.7832
17S166,00.7718
17T001,00.7718
17T006,00.7718
17T012,00.7718
17T013,00.7718
17T016,00.8972
17T020,00.7718
17T023,00.7718
17T033,00.7718
17T040,00.9165
17T058,00.7718
17T074,00.8649
17T103,00.8407
17T120,00.7718
17T137,00.8678
17T142,00.8649
17T175,00.7718
17T180,00.9165
17T182,00.9165
17T185,00.9165
17T200,00.8407
170006,00.7718
170009,00.9165
170010,00.7776
170012,00.7718
170013,00.8591
170014,00.9165
170016,00.8972
170017,00.8407
170020,00.8407
170023,00.7718
170027,00.7718
170039,00.7718
170040,00.9165
170049,00.9165
170058,00.9165
170068,00.8154
170074,00.7718
170075,00.7718
170086,00.8972
170103,00.8407
170104,00.9165
170105,00.7718
170109,00.9165
170110,00.7718
170120,00.7718
170122,00.8407
170123,00.8407
170133,00.9165
170137,00.9165
170142,00.8972
170145,00.7776
170146,00.9165
170150,00.7832
170166,00.7718
170175,00.8407
170176,00.9165
170180,00.9165
170182,00.9165
170183,00.8407
170185,00.9165
170186,00.8407
170187,00.7718
170188,00.9165
170190,00.8649
170191,00.7718
170194,00.9165
170196,00.8407
170197,00.8407
170198,00.7718
170199,00.9165
170200,00.8407
170201,00.9165
170202,00.8407
170203,00.8000
171500,00.8407
171503,00.7718
171505,00.9165
171506,00.8972
171508,00.7718
171509,00.9165
171511,00.8553
171512,00.7718
171513,00.7718
171515,00.7718
171516,00.7718
171518,00.7718
171520,00.8972
171521,00.7718
171522,00.7718
171523,00.7718
171525,00.7718
171528,00.8407
171529,00.8972
171530,00.7718
171531,00.7718
171532,00.7718
171533,00.7718
171534,00.8972
171536,00.8972
171539,00.7718
171540,00.9165
171541,00.7718
171542,00.8407
171544,00.8972
171548,00.8407
171551,00.7718
171553,00.9165
171554,00.8407
171555,00.7718
171556,00.7718
171557,00.7718
171558,00.8407
171559,00.8407
171561,00.8407
171562,00.7718
171563,00.9165
171565,00.9165
171566,00.9165
171568,00.8407
171569,00.9165
171570,00.9165
171573,00.9165
171574,00.9165
171575,00.8407
171576,00.8407
171577,00.7702
171578,00.9165
171579,00.9165
171580,00.9165
171581,00.8553
171582,00.9165
171583,00.8407
171584,00.9165
171585,00.8407
171586,00.7718
171587,00.7718
171588,00.9165
171589,00.8407
172005,00.9165
173025,00.8972
173026,00.9165
173027,00.8407
173028,00.8407
173032,00.9165
173300,00.9165
174006,00.7718
174016,00.8407
174020,00.9165
174022,00.9165
174506,00.8407
174602,00.9165
174606,00.7718
174607,00.7718
174609,00.7718
174610,00.8972
174613,00.7718
174614,00.8407
174617,00.7718
178048,00.7718
178076,00.7718
178077,00.9165
178078,00.8407
178079,00.9165
178080,00.7718
178082,00.9165
178088,00.8407
178089,00.8407
178090,00.8972
178092,00.8407
178093,00.8407
178094,00.9165
178095,00.8407
178097,00.9165
178098,00.8972
18S005,00.8250
18S007,00.9022
18S010,00.9022
18S012,00.8770
18S013,00.8577
18S018,00.7965
18S021,00.7965
18S024,00.7965
18S029,00.8887
18S036,00.8369
18S037,00.9146
18S040,00.8770
18S046,00.9022
18S047,00.7965
18S048,00.8887
18S050,00.7965
18S051,00.7965
18S067,00.9022
18S069,00.8250
18S093,00.8821
18S102,00.8486
18S116,00.8486
18S127,00.8528
18S128,00.7965
18S130,00.8770
18S132,00.8887
18S149,00.7965
18S151,00.9022
18T009,00.8369
18T018,00.7965
18T027,00.7965
18T029,00.8887
18T038,00.8821
18T040,00.8770
18T044,00.8250
18T080,00.7965
18T093,00.8821
18T102,00.8486
18T130,00.8770
18T132,00.8887
18U021,00.7965
18U024,00.7965
18U070,00.7965
18U101,00.9022
18U105,00.7965
18U116,00.7786
180001,00.9203
180002,00.7965
180004,00.7965
180005,00.8250
180009,00.8369
180010,00.9022
180011,00.7965
180012,00.8770
180013,00.8577
180016,00.7965
180017,00.8577
180018,00.7965
180019,00.7965
180020,00.7965
180021,00.7965
180024,00.7965
180025,00.8770
180027,00.7965
180029,00.8887
180035,00.9203
180036,00.8369
180038,00.8821
180040,00.8770
180043,00.7965
180044,00.8250
180045,00.9203
180046,00.9022
180048,00.8887
180049,00.8887
180050,00.7965
180051,00.8577
180053,00.7965
180056,00.9089
180064,00.8163
180066,00.8323
180067,00.9022
180069,00.8250
180070,00.7965
180078,00.8250
180079,00.8229
180080,00.7965
180087,00.7965
180088,00.8770
180092,00.9022
180093,00.8821
180095,00.7965
180101,00.9022
180102,00.8486
180103,00.9022
180104,00.8486
180105,00.7965
180106,00.7965
180115,00.7965
180116,00.8486
180117,00.7965
180124,00.8577
180127,00.9203
180128,00.7965
180130,00.8770
180132,00.8887
180138,00.8770
180139,00.7965
180141,00.8770
180143,00.9022
180149,00.7965
180152,00.7965
180153,00.7965
182001,00.8770
182002,00.9022
182003,00.9022
182004,00.9203
182005,00.8100
183026,00.9022
183027,00.9203
183028,00.8115
183029,00.8100
183030,00.9203
184002,00.7965
184004,00.9022
184006,00.9203
184007,00.8770
184008,00.8770
184009,00.9022
184012,00.8115
184015,00.8770
184017,00.8100
184600,00.7965
184602,00.8698
184604,00.8770
184607,00.9203
184608,00.7965
184610,00.7965
184612,00.7965
184613,00.7965
187101,00.8369
19S002,00.7818
19S004,00.7375
19S005,00.8332
19S007,00.7067
19S011,00.7968
19S013,00.7959
19S014,00.7183
19S017,00.7240
19S025,00.7299
19S027,00.7723
19S034,00.7818
19S036,00.8332
19S037,00.7723
19S046,00.8332
19S054,00.7818
19S060,00.7723
19S064,00.7971
19S065,00.7971
19S078,00.8655
19S079,00.8332
19S088,00.8441
19S098,00.8441
19S099,00.7067
19S111,00.8441
19S114,00.7326
19S116,00.7253
19S133,00.7067
19S144,00.8441
19S145,00.7284
19S146,00.8332
19S160,00.7968
19S176,00.8332
19S177,00.8332
19S183,00.7375
19S191,00.7067
19S202,00.7971
19S206,00.8332
19S208,00.7067
19S307,00.7723
19S312,00.7504
19T002,00.7818
19T004,00.7375
19T008,00.7375
19T014,00.7183
19T017,00.7240
19T019,00.8894
19T020,00.7971
19T025,00.7299
19T027,00.7723
19T036,00.8332
19T039,00.8332
19T041,00.8441
19T045,00.8332
19T046,00.8332
19T054,00.7818
19T060,00.7723
19T064,00.7971
19T065,00.7971
19T078,00.8534
19T102,00.7818
19T111,00.8441
19T124,00.8332
19T125,00.7968
19T131,00.7971
19T135,00.8332
19T140,00.7169
19T144,00.8441
19T146,00.8332
19T160,00.7968
19T167,00.7299
19T176,00.8332
19T185,00.8332
19T190,00.7416
19T191,00.7067
19T202,00.7971
19T204,00.8332
19T304,00.7809
19U007,00.7067
19U037,00.7723
19U053,00.7067
19U081,00.7067
19U114,00.7067
19U118,00.8441
19U133,00.7067
19U140,00.7067
19U145,00.7067
19U151,00.7067
19U184,00.7067
19Z306,00.7067
190002,00.7818
190003,00.7818
190004,00.8213
190005,00.8332
190006,00.7818
190007,00.8331
190008,00.8213
190011,00.7968
190013,00.7723
190014,00.7971
190015,00.8321
190017,00.7971
190019,00.8894
190020,00.7971
190025,00.7299
190026,00.8894
190027,00.8548
190034,00.7067
190036,00.8332
190039,00.8332
190040,00.8318
190041,00.8441
190044,00.7818
190045,00.8318
190046,00.8332
190050,00.7120
190053,00.7516
190054,00.7818
190060,00.8548
190064,00.7971
190065,00.8213
190079,00.8332
190081,00.7067
190086,00.8331
190088,00.7067
190090,00.7067
190098,00.8441
190099,00.7388
190102,00.7818
190106,00.7067
190111,00.8441
190114,00.7326
190116,00.7253
190118,00.8441
190125,00.7968
190128,00.7971
190133,00.7067
190140,00.7169
190144,00.8441
190145,00.7284
190146,00.8332
190151,00.7067
190160,00.7968
190164,00.8684
190167,00.8684
190175,00.8332
190176,00.8332
190177,00.8318
190183,00.7375
190184,00.8684
190190,00.8684
190191,00.7818
190199,00.7971
190201,00.7723
190202,00.7971
190204,00.8318
190205,00.7818
190208,00.7098
190218,00.7067
190236,00.8441
190241,00.7375
190242,00.8213
190245,00.7968
190246,00.7968
190250,00.8318
190251,00.7971
190255,00.7818
190256,00.8318
190257,00.7173
190259,00.7818
190261,00.7968
190263,00.7818
190266,00.7971
190267,00.8318
190268,00.7818
190270,00.8318
190274,00.8332
190278,00.8441
190297,00.7067
190298,00.8894
190300,00.8332
190302,00.8332
190303,00.8321
190307,00.7723
190308,00.8332
190312,00.7504
190313,00.8332
191500,00.7818
191504,00.8441
191533,00.8441
191597,00.8332
191620,00.7968
191654,00.7818
191664,00.8441
191665,00.7818
191666,00.7818
191669,00.7818
191672,00.8332
191673,00.8894
191674,00.7818
191675,00.7968
191676,00.8332
191677,00.7067
191678,00.8441
191680,00.8332
191681,00.8332
191682,00.7818
191683,00.8894
191684,00.7971
192004,00.7971
192006,00.8441
192007,00.8332
192009,00.8332
192010,00.8441
192011,00.8441
192019,00.7723
192022,00.7173
192023,00.8332
192028,00.7067
192030,00.8332
192031,00.7968
192032,00.7818
192036,00.8321
192043,00.8894
192048,00.8332
192049,00.7971
192052,00.7067
193028,00.7971
193031,00.8894
193044,00.8321
193050,00.7067
193058,00.7067
193069,00.7253
193070,00.7971
193078,00.7971
193080,00.7067
193090,00.7971
193092,00.7971
193098,00.8332
193099,00.8332
193300,00.8332
194007,00.8332
194008,00.7971
194020,00.8441
194022,00.8894
194025,00.8894
194031,00.8332
194044,00.7818
194056,00.8332
194069,00.8332
194073,00.7818
194074,00.7173
194080,00.8332
194081,00.7120
194082,00.7171
194083,00.7253
194084,00.8332
194085,00.7818
194086,00.7971
194087,00.7067
194088,00.7971
194089,00.7067
194090,00.7723
194091,00.8321
194094,00.8441
194095,00.7240
194096,00.8894
194098,00.8332
194100,00.8332
194102,00.8332
194103,00.7971
194105,00.7971
194106,00.8894
194109,00.7375
194114,00.8332
194512,00.7818
194519,00.7067
194523,00.7818
194525,00.8441
194526,00.7723
194527,00.8441
194528,00.7971
194529,00.7818
194530,00.8894
194531,00.7067
194533,00.7971
194534,00.7067
194536,00.7067
194537,00.7067
194538,00.7067
194541,00.7067
194605,00.7971
194614,00.7971
194616,00.7971
194633,00.7067
194644,00.8332
194650,00.7818
194666,00.7067
194668,00.8318
194672,00.8332
194675,00.7971
194685,00.7818
194687,00.7375
194688,00.7818
194689,00.7971
194696,00.8441
194698,00.7971
194703,00.8332
194705,00.7971
194710,00.7968
194715,00.7375
194724,00.7971
194725,00.7818
194730,00.7971
197315,00.8332
197607,00.7971
197679,00.8332
20S009,01.0364
20S019,01.0364
20S034,00.9038
20S052,00.8804
20T018,00.8804
20T024,00.9038
20T033,01.0045
20T039,00.8804
20U018,00.8804
20U052,00.8804
20Z314,00.8804
200001,01.0045
200008,01.0364
200009,01.0364
200018,00.8804
200019,01.0364
200020,01.0364
200021,01.0364
200024,00.9720
200025,01.0364
200031,00.8804
200033,01.0045
200034,00.9720
200037,00.8804
200039,00.9720
200040,01.0364
200041,00.8804
200050,01.0045
200052,00.8804
200063,00.9720
201500,00.8804
201501,01.0364
201503,00.8804
201504,01.0045
201505,00.8804
201507,01.0045
201508,00.8804
201509,00.8804
201511,01.0364
201512,01.0045
201513,00.8804
201514,01.0045
201515,00.8804
201516,01.0364
201517,00.8804
201519,01.0364
201520,01.0045
201521,01.0364
203025,01.0364
204004,01.0045
204006,01.0045
204008,00.8804
207015,00.8671
207019,00.9127
207055,00.8804
207062,00.8804
21U030,00.8763
21U045,00.9142
210001,00.9132
210002,00.9463
210003,00.9998
210004,00.9782
210005,00.9638
210006,00.9463
210008,00.9463
210009,00.9463
210011,00.9463
210012,00.9463
210013,00.9463
210015,00.9463
210016,00.9782
210017,00.8763
210018,00.9782
210019,00.9142
210022,00.9782
210023,00.9563
210024,00.9463
210027,00.8763
210028,00.8941
210029,00.9463
210030,00.9483
210032,01.1303
210033,00.9463
210034,00.9463
210035,00.9998
210037,00.8875
210038,00.9463
210039,00.9998
210040,00.9463
210043,00.9563
210044,00.9463
210045,00.9142
210048,00.9463
210049,00.9463
210051,00.9998
210055,00.9998
210056,00.9463
210057,00.9782
210058,00.9463
210060,00.9998
210061,00.9142
210062,00.9998
210063,00.9463
210064,00.9463
210065,00.9782
211500,00.9463
211502,00.9638
211503,00.9638
211505,00.9142
211507,00.9463
211508,00.9638
211509,00.9463
211511,00.8873
211512,00.9463
211513,00.9463
211514,00.9463
211516,00.9638
211519,00.9998
211522,00.9463
211523,00.8763
211526,00.9463
211529,00.9463
211534,00.8763
211535,00.8763
211536,00.9463
211538,00.9463
211539,00.8763
211541,00.9998
214530,00.9463
214532,00.8873
214609,00.9463
214611,00.9463
214617,00.9463
214618,00.9998
214619,00.9463
214620,00.9463
217158,00.9638
217161,00.9463
217162,00.9463
217163,00.9638
217164,00.9463
22B074,01.3545
22S001,01.2575
22S002,01.3545
22S011,01.3545
22S012,01.3629
22S015,01.3545
22S016,01.3545
22S017,01.3545
22S019,01.2575
22S020,01.0445
22S024,01.3545
22S029,01.3545
22S030,01.3545
22S033,01.3545
22S035,01.3545
22S036,01.3545
22S046,01.3545
22S052,01.3545
22S060,01.3545
22S065,01.3545
22S066,01.3545
22S070,01.3545
22S071,01.3545
22S073,01.0445
22S077,01.3545
22S080,01.3545
22S084,01.3545
22S086,01.3545
22S095,01.2575
22S098,01.3545
22S101,01.3545
22S111,01.3545
22S116,01.3545
22S119,01.3545
22S126,01.3545
22S163,01.2575
22S175,01.3545
22S176,01.2575
22T046,01.3545
22T065,01.3545
22T066,01.3545
22T074,01.0445
220001,01.3545
220002,01.3545
220008,01.3545
220010,01.3545
220011,01.3545
220012,01.3629
220015,01.3545
220016,01.3545
220017,01.3545
220019,01.3545
220020,01.3545
220024,01.3545
220029,01.3545
220030,01.3545
220031,01.3545
220033,01.3545
220035,01.3545
220036,01.3545
220046,01.3545
220049,01.3545
220050,01.3545
220052,01.3545
220058,01.3545
220060,01.3545
220062,01.3545
220063,01.3545
220065,01.3545
220066,01.3545
220067,01.3545
220070,01.3545
220071,01.3545
220073,01.3545
220074,01.3545
220075,01.3545
220077,01.3545
220080,01.3545
220082,01.3545
220083,01.3545
220084,01.3545
220086,01.3545
220088,01.3545
220090,01.3545
220095,01.3545
220098,01.3545
220100,01.3545
220101,01.3545
220105,01.3545
220108,01.3545
220110,01.3545
220111,01.3545
220116,01.3545
220119,01.3545
220126,01.3545
220135,01.3629
220162,01.3545
220163,01.3545
220171,01.3545
220174,01.3545
220175,01.3545
220176,01.3545
220177,01.3545
221500,01.3545
221504,01.3545
221506,01.3545
221507,01.3545
221508,01.3545
221512,01.3545
221514,01.3545
221515,01.3545
221516,01.3545
221517,01.3545
221518,01.3545
221520,01.3545
221521,01.3545
221522,01.3545
221524,01.2575
221525,01.3545
221526,01.3545
221527,01.3545
221529,01.2575
221531,01.3545
221532,01.3545
221535,01.3545
221536,01.3545
221537,01.3545
221542,01.3545
221544,01.3545
221545,01.3545
221548,01.3545
221549,01.3545
221553,01.3545
221554,01.3545
221555,01.3545
221556,01.3545
221557,01.2575
221559,01.3545
221560,01.2575
221561,01.3545
221562,01.3545
221563,01.3545
221564,01.3545
221565,01.2575
221566,01.3545
221567,01.3545
221568,01.3545
221569,01.2575
221570,01.3545
221571,01.3545
221572,01.3545
221573,01.3545
221574,01.3545
221575,01.2575
221576,01.3545
221577,01.2575
221578,01.3545
221579,01.3545
221580,01.2575
221581,01.3545
221582,01.3545
221583,01.3545
221584,01.3545
221586,01.3545
221587,01.3545
221588,01.3545
221589,01.2575
221590,01.2575
221591,01.3545
221592,01.3545
221593,01.3545
221594,01.3545
221595,01.2575
222000,01.3545
222002,01.3545
222003,01.3545
222006,01.3545
222007,01.3545
222023,01.3545
222027,01.3545
222043,01.3545
222046,01.3545
222047,01.3545
222048,01.3545
223026,01.3545
223027,01.3545
223029,01.3545
223030,01.3545
223032,01.3629
223034,01.3545
223300,01.3545
223302,01.3545
224001,01.3545
224007,01.3545
224013,01.3545
224018,01.3545
224021,01.3545
224022,01.3545
224023,01.3545
224028,01.3545
224031,01.3629
224032,01.3545
224039,01.3545
224040,01.3545
224044,01.3545
224505,01.3545
224506,01.3545
224507,01.3545
224508,01.3545
224606,01.3545
224615,01.3545
224616,01.3545
224617,01.3545
224625,01.3545
224626,01.3545
224627,01.3545
224629,01.3545
227001,01.3890
227002,01.3890
227003,01.2575
227005,01.3890
227009,01.2575
227023,01.3890
227053,01.3890
227057,01.3890
227061,01.3890
227063,01.0977
227064,01.3890
227072,01.3890
227076,01.3890
227132,01.2575
227162,01.2575
227179,01.2575
227206,01.3759
227263,01.3759
227280,01.3890
227281,01.3890
227283,01.3759
227301,01.1323
227407,01.3890
227420,01.3890
227442,01.3890
227443,01.3545
227446,01.3759
227452,01.3890
227456,01.2575
227465,01.2575
227467,01.3759
227470,01.2575
227471,01.3545
227473,01.3545
227474,01.3759
227475,01.3890
227476,01.3545
227479,01.3890
227483,01.3890
227485,01.3890
227489,01.3759
227491,01.2575
227495,01.3890
227496,01.3759
227497,01.3890
227500,01.3759
227501,01.3890
227503,01.3759
227505,01.3759
227506,01.3545
227507,01.3545
227508,01.3545
23S002,00.9258
23S013,00.9685
23S019,00.9685
23S021,00.8690
23S022,00.8440
23S024,00.9258
23S029,00.9685
23S030,00.8735
23S036,00.8469
23S037,00.8841
23S041,00.9593
23S042,00.8469
23S046,01.0129
23S047,00.9685
23S054,00.8469
23S059,00.8928
23S066,00.9409
23S070,00.8969
23S072,00.8928
23S075,00.9521
23S080,00.8469
23S092,01.0130
23S097,00.8469
23S099,00.8939
23S104,00.9289
23S105,00.8469
23S106,00.8928
23S110,00.8469
23S117,01.0015
23S119,00.9043
23S121,00.9573
23S130,00.9685
23S132,01.1019
23S135,00.9043
23S141,01.1019
23S146,00.9258
23S151,00.9685
23S156,01.0129
23S165,00.9258
23S167,01.0015
23S193,00.9976
23S195,00.9685
23S207,00.9685
23S208,00.9013
23S216,00.9685
23S222,00.9361
23S223,00.8469
23S230,01.0015
23S239,00.8469
23S254,00.9685
23S259,01.0129
23S270,00.9258
23S273,00.9258
23S275,00.8969
23S293,00.9043
23T002,00.9258
23T004,00.9409
23T013,00.9685
23T015,00.9025
23T019,00.9685
23T021,00.8690
23T024,00.9258
23T029,00.9685
23T030,00.8735
23T031,00.9685
23T036,00.8469
23T038,00.8928
23T041,00.9593
23T046,01.0129
23T047,00.9685
23T054,00.8469
23T066,00.9409
23T070,00.8969
23T078,00.8690
23T093,00.8703
23T097,00.8469
23T105,00.8469
23T117,01.0015
23T118,00.8417
23T119,00.9043
23T130,00.9685
23T132,01.1019
23T135,00.9043
23T141,01.1019
23T146,00.9258
23T151,00.9685
23T156,01.0129
23T165,00.9258
23T167,01.0015
23T190,01.0015
23T195,00.9685
23T197,01.1019
23T204,00.8469
23T207,00.9685
23T222,00.8969
23T230,01.0015
23T236,00.8928
23T244,00.9258
23T254,00.9685
23T257,00.8469
23T259,01.0129
23T269,00.9685
23T270,00.9258
23T275,00.8969
23T301,00.9685
230002,00.9258
230003,00.9099
230004,00.9409
230005,00.9481
230013,01.0072
230015,00.9025
230017,01.0015
230019,01.0072
230020,00.9481
230021,00.9560
230022,00.9708
230024,00.9534
230029,01.0072
230030,00.8928
230031,00.9685
230035,00.8928
230036,00.8469
230037,00.9481
230038,00.9099
230040,00.8469
230041,00.9593
230046,01.0129
230047,00.9685
230053,00.9534
230054,00.9081
230055,00.8469
230058,00.8469
230059,00.9099
230066,00.9409
230069,00.9685
230070,00.8969
230071,01.0072
230072,00.9099
230075,00.9708
230077,00.9534
230078,00.8469
230080,00.8469
230081,00.8469
230085,01.0015
230089,00.9258
230092,01.0130
230093,00.8703
230095,00.8469
230096,00.9025
230097,00.9086
230099,00.9481
230100,00.8469
230104,00.9534
230105,00.9593
230108,00.8469
230110,00.8469
230117,01.0015
230118,00.8469
230121,00.9708
230130,01.0072
230132,01.1019
230133,00.8469
230141,01.1019
230142,00.9258
230144,01.0129
230146,00.9534
230151,01.0072
230156,01.0129
230165,00.9534
230167,01.0015
230174,00.9099
230176,00.9258
230180,00.8469
230193,01.0072
230195,00.9685
230197,01.1019
230207,01.0072
230208,00.8928
230216,00.9685
230217,00.9521
230222,00.9361
230227,00.9685
230230,01.0015
230236,00.9099
230239,00.8469
230241,00.9685
230244,00.9258
230254,01.0072
230259,01.0129
230264,00.9685
230269,01.0072
230270,00.9258
230273,00.9258
230275,00.8969
230277,01.0072
230279,00.9685
230297,00.9258
230301,01.0072
230302,01.0072
230303,00.9099
230304,00.9685
231500,00.9502
231501,00.9043
231504,00.8469
231505,01.0015
231508,00.9409
231509,01.1019
